Id,Name,Description,Professional_Role_Id,Professional_Role
94387392,Младший инженер технической поддержки,"<p><strong>Компания &quot;ОВЕН&quot; - крупнейший российский разработчик и производитель систем промышленной автоматизации.</strong></p> <p>Мы разрабатываем, производим и внедряем целую линейку оборудования по автоматизации (КИП, КИПиА, АСУТП, АСУ, датчики, контролеры и прочее). Решения, разработанные нашими специалистами, используются во всех отраслях промышленности.</p> <p><strong>ФУНКЦИОНАЛ:</strong></p> <ul> <li>Техническая поддержка, консультирование клиентов компании по подбору и эксплуатации оборудования (датчиков, терморегуляторов, ПЛК и других продуктов компании).</li> </ul> <p><strong>ТРЕБОВАНИЯ:</strong></p> <ul> <li>в том числе Студенты бакалавриата технических специальностей;</li> <li>Базовые знания технических дисциплин (физика, электротехника, электроника);</li> <li>Желание и готовность общаться с клиентами (письменно и устно);</li> <li>Способность быстро усваивать техническую информацию.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Приветствуется опыт публичных выступлений, а также опыт работы с приборами ОВЕН.</li> </ul> <p><strong>ЧТО МЫ ПРЕДЛАГАЕМ:</strong></p> <ul> <li>Мы предлагаем интересную работу для начинающего технического специалиста в одной из наиболее интенсивно развивающихся областей;</li> <li>Офис рядом с м. Авиамоторная или пл. &quot;Авиамоторная&quot; Казанской ж/д и МЦК &quot;Андроновка&quot;. Для авто есть собственная парковка.</li> <li>Гибкий график работы, позволяющий совмещать работу и учёбу;</li> <li>Возможность удалённой работы;</li> <li>Программа обучения на время испытательного срока и для дальнейшей работы;</li> <li>Профессиональный и карьерный рост в рамках компании (в другие отделы в том числе) при успешной работе;</li> <li>Заработную плату, растущую в зависимости от результатов работы;</li> <li>Прохождение производственной практики на базе нашей компании;</li> <li>Официальное трудоустройство.</li> </ul>",121,Специалист технической поддержки
129155800,Руководитель отдела информационных технологий,"<strong>Обязанности:</strong> <ul> <li>Руководство IT отделом, координация работы специалистов: системные администраторы, системные аналитики (сопровождение 1С)</li> <li>Участие в разработке IT стратегии в соответствии с целями компании</li> <li>Оценка и внедрение новых технологий для повышения эффективности бизнеса</li> <li>Управление бюджетом отдела и оптимизация затрат на IT</li> <li>Сопровождение и развитие сетевой инфраструктуры компании</li> <li>Организация сопровождения и развития серверной инфраструктуры компании</li> <li>Организация внедрения и сопровождения 1C:ERP</li> <li>Организация внедрения и сопровождения PLM (Product Lifecycle Management) систем</li> <li>Консультирование по вопросам IT</li> <li>Организация технической поддержки пользователей</li> <li>Взаимодействие с подрядчиками</li> <li>Организация сопровождения и развития систем безопасности Видеонаблюдение и СКУД</li> <li>Сопровождение и развитие систем коммуникации (телефония)</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование в сфере информационных технологий</li> <li>Опыт управления IT отделом/командой</li> <li>Опыт внедрения 1С:ERP, 1С:Документооборот</li> <li>Знание 1С на уровне администрирования</li> <li>Умение настраивать сетевое оборудование</li> <li>Понимание принципов IT безопасности</li> <li>Успешный практический опыт разработки и реализации IT решений и автоматизации бизнес-процессов</li> <li>Опыт администрирования Linux/Unix систем будет плюсом.</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление по ТК РФ, полностью белая заработная плата (оклад+KPI)</li> <li>Работа в офисе (удаленки нет)</li> <li>График работы с 08:00 до 17:00, 5-дневная рабочая неделя</li> <li>Корпоративный транспорт</li> <li><strong>Рабочее место - Аксайский район, Новочеркасское шоссе, 79.</strong></li> </ul>",36,Директор по информационным технологиям (CIO)
128957179,Администратор строительного проекта,"<p><strong>ГК &quot;Технотек&quot;</strong> - строительно-монтажная компания, с 2012 года осуществляет деятельность по проектированию, монтажу, пуско-наладке и сервисному обслуживанию инженерных систем, комплексных систем безопасности, а также систем пожаротушения приглашает на вакансию <strong>Администратор строительных проектов.</strong></p> <p><strong>ОБРАЩАЕМ ВНИМАНИЕ! ОБЪЕКТ в Кингисеппе.</strong></p> <p><strong>Выполняет следующие должностные обязанности:</strong></p> <ul> <li>Обеспечение надлежащей коммуникации между участниками проекта - сбор обратной связи, её структуризация и сортировка, преобразование к единому виду.</li> <li>Координация деятельности членов проекта по рабочим вопросам.</li> <li>Коммуникация с представителями заказчика для своевременной реализации поставленных по проекту задач.</li> <li>Организация совещаний и командных встреч для обсуждения рабочих моментов.</li> <li>Контроль и помощь в подготовке документации проекта.</li> <li>Учёт и ведение протоколов встреч - рабочих внутри группы и/или с участием представителей заказчика.</li> <li>Подготовка и оформление аналитической отчётности по проекту в разрезе выбранного периода (год, квартал, месяц, неделя).</li> <li>Загрузка документов и договоров в электронные системы учёта.</li> <li>Выполнение текущих поручений руководителя проекта, технического директора.</li> <li>Помощь в разработке планов, задач, графиков, форм отчётности.</li> <li>Сбор отчётов линейных исполнителей.</li> <li>Выявление проблем и рисков в работе проектной команды.</li> <li>Своевременная коррекция планов, сроков и базы ресурсов.</li> <li>Архивирование документов проекта после его завершения.<br /><br /><strong>Требования:</strong></li> <li>Высшее или средне-специальное образование (приветствуется, профильное строительное, ПГС, техническое);</li> <li><strong>Практический опыт</strong> работы администратором/координатором проекта <strong>в строительных компаниях</strong>;</li> <li>Опыт административной поддержки и ведения документооборота на объектах строительства;</li> <li>Уверенный пользователь ПК, Битрикс 24;</li> <li>Грамотная письменная и устная речь, внимательность к деталям, исполнительность, системность и организованность в работе.</li> <li><strong>Условия:</strong></li> <li>Работа в команде профессионалов;</li> <li>Полный рабочий день;</li> <li> <p>Оформление по ТК РФ, срочный трудовой договор на 1 год (возможна пролонгация) либо СЗ;</p> </li> <li> <p>Официальная з/п 2 раза в месяц.<br /><br /><strong>Просьба в резюме или сопроводительном письме указывать Ваши ожидания по заработной плате.</strong></p> </li> </ul>",107,Руководитель проектов
129083318,Менеджер по продукту,"<p>🎄 <strong>Начните новый год с нового карьерного шага вместе с международной фармацевтической компании! 🎄</strong></p> <p>Если вы хотите в новом году развиваться в стабильной компании, с сильной экспертизой и устойчивыми ценностями компании, влиять на стратегию брендов и работать с сильной профессиональной командой — будем рады принять вас в команду!</p> <p><strong>Основные обязанности:</strong></p> <ul> <li>Управление продуктом;</li> <li>управление жизненным циклом портфеля\продукта;</li> <li>управление бюджетом продукта (планирование, расход, контроль возврата инвестиций и т.п);</li> <li>ценообразование для портфеля\продукта и контроль ценового окружения;</li> <li>анализ релевантного сегмента рынка, отслеживание тенденций, поведения основных конкурентов;</li> <li>создание позиционирования и креативных коммуникационных материалов;</li> <li>проведение обучения по продукту (от медицинской до маркетинговой части) сотрудникам поля;</li> <li>работа с КОЛами по созданию и развитию коммуникационной стратегии;</li> <li>проведение мероприятий с научной целью или с целью промоции продукта для разных целевых групп;</li> <li>прогноз продуктов в каналах первичных и вторичных продаж;</li> <li>разработка активностей бренда для аптечных сетей, дистрибьюторов, отдельных аптек.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работе не менее 3х лет на аналогичной должности;</li> <li>Высшее образование;</li> <li>Знание MS Office на уровне продвинутого пользователя.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График 5/2 с 9.00 до 18.00;</li> <li>Команда опытных специалистов, дружный коллектив;</li> <li>Достойный оклад, бонусы;</li> <li>Медицинская страховка;</li> <li>Корпоративный автомобиль пpeдоставляется;</li> <li>Мобильная связь;</li> <li>Возможность карьерного роста.</li> </ul>",73,Менеджер продукта
129149776,Стажер-Тестировщик ПО (Автоматизатор),"<div> <div> <div> <div> <div> <div> <p><strong>Кого мы ищем?</strong></p> <ul> <li>Ты также заканчиваешь учебу в университете?</li> <li>Твоя нынешняя работа не приносит тебе удовольствия, и ты заинтересован в карьере в IT?</li> <li>Ты одержим программированием и ищешь место, где сможешь применить свои навыки в кодинге?</li> </ul> <p> </p> <p><strong>Что мы предлагаем?</strong></p> <p>Возможность стартовать свою карьеру в IT с нуля:</p> <ol> <li>Прими участие в интенсивной трехмесячной бесплатной программе индивидуального обучения с поддержкой наставника.</li> <li>После успешного завершения обучения приглашаем тебя в нашу команду! Тебя ждет трудоустройство и участие в проектах для таких известных компаний, как Mercedes-Benz, Diageo, adidas, Whirpool, Shell и других.</li> </ol> <p> </p> <p><strong>Кто мы?</strong></p> <ul> <li>Опытный игрок на рынке QA с командой из более 1000 специалистов.</li> <li>Каждый сотрудник компании прошел этот путь и все готовы поделиться своим опытом с тобой!</li> </ul> <p> </p> <p><strong>Какие навыки важны для нас?</strong></p> <ul> <li>Базовое понимание Java, C#, Python или JavaScript.</li> <li>Базовые знания объектно-ориентированного программирования (ООП).</li> <li>Уровень английского языка не ниже B1.</li> <li>Готовность полностью погрузиться в обучение и работу – 40 часов в неделю.</li> </ul> <p> </p> <p><strong>Как подать заявку?</strong></p> <ul> <li>Пожалуйста, отправь свое резюме на английском языке.</li> <li>Особое внимание удели своим навыкам программирования, своему текущему местоположению и своему уровню владения английским языком.</li> </ul> </div> </div> </div> </div> </div> </div> <div> </div>",124,Тестировщик
122549287,Оператор ПК/Оператор базы данных,"<div> <p>Торговая компания «ЕвроАзия» основана в 1994 году и является дистрибьютором крупнейших российских и зарубежных производителей, такие как: «Коровка из Кореновки», «Mars», «Froneri», Фабрика мороженого Гроспирон, Фабрика мороженого РосФрост, «4 Сезона», «Мишкинский продукт», «Hortex», «Sibulla» и многие другие.</p> <p>В отношении персонала компания ведет позитивную социальную политику, которая включает регулярное обучение персонала, создание кадрового резерва компании и активную корпоративную жизнь.</p> <p><strong>Торговая компания &quot;ЕвроАзия&quot; приглашает в свою команду Оператора ПК.</strong></p> <p><strong>Условия:</strong></p> <ul> <li><strong>Стабильная и своевременная</strong> заработная плата - почасовая оплата (240 р/час)в среднем выходит <strong>40 000 - 42 000 рублей;</strong></li> <li>Трудоустройство согласно Трудового кодекса;</li> <li><strong>График работы сменный 3/3</strong></li> <li>Возможность профессионально расти и развиваться вместе с успешной компанией, <strong>Карьерный рост;</strong></li> <li><strong>Приятные скидки</strong> на продукцию компании;</li> <li>Дополнительные материальные <strong>бонусы</strong> (подарки к новому году, дню рождения, премии к праздникам, материальная помощь).</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Работа с первичной документацией, составление реестров;</li> <li>Сверка с ТП по количеству заявок;</li> <li>Выпуск на печать накладных и сопроводительных документов;</li> <li>Формирование РНК по путевым листам и передача их водителям, согласно маршрутного листа.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li><strong>Знание ПК;</strong></li> <li>Внимательность, возможность работать с большим объемом информации;</li> </ul> <p><strong>Стань частью высокопрофессиональной и сплоченной команды ТК &quot;ЕвроАзия&quot; в один клик.</strong></p> </div>",84,"Оператор ПК, оператор базы данных"
129033525,Product Manager | Scheduling,"<p>Несколько лет назад YCLIENTS был амбициозным стартапом.<br />Теперь мы – лидер рынка онлайн-записи и автоматизации бизнеса, трендсеттер в своем сегменте. Уже шесть лет количество наших клиентов растет в геометрической прогрессии.</p> <p>Мы – команда, которая меняет то, как предприниматели управляют бизнесом.<br />Присоединяйся к лидеру рынка онлайн-записи – и помоги нам стать не просто платформой, а интеллектуальной операционной системой для бизнеса.</p> <p>Сейчас нам нужен <strong>Product Manager</strong>, который не просто ведёт бэклог, а чувствует, куда должен двигаться продукт — и умеет доказать, почему.</p> <p><strong>Нам нужно чтобы ты:</strong></p> <ul> <li>Участвовал в формировании стратегии для направления «Scheduling» исходя из данных, рынка и реальных потребностей пользователей.</li> <li>Приоритизировал бэклог продукта и формировал роадмап на основе данных и бизнес-целей.</li> <li>Отвечал за сбор и формализацию требований к новым функциям, писал пользовательские истории и технические задания.</li> <li>Анализировал результата запущенных фич: что изменилось, почему и что дальше.</li> <li>Собирал требования через разговоры с пользователями, поддержкой и аналитикой и превращаешь их в понятные задачи.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт в роли Product Manager от 4 лет.</li> <li>Умеешь работать с данными, задавать вопросы и находить причинно-следственную связь.</li> <li>Понимаешь UX по тому, как пользователь реально ведёт себя в продукте.</li> <li>Работал в тесной связке с разработкой и дизайном.</li> <li>Не боишься говорить «нет», если задача не имеет смысла или не стоит затрат.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li> <p>Прозрачная и конкурентная ЗП, трудоустройство по ТК РФ;</p> </li> <li> <p>Гибридный график: три дня в неделю работаешь в офисе, остальные – где удобно.</p> </li> <li>Техника для работы;</li> <li>ДМС после испытательного срока;</li> <li>Поддержка в трудных ситуациях – мы не просто компания, мы – сообщество;</li> <li> <p>Корпоративные скидки BestBenefits – спорт, путешествия, рестораны, курсы, даже косметика;</p> </li> <li> <p>Команда, где все на “ты” – нет дресс-кода, нет иерархии, есть доверие.</p> </li> </ul>",73,Менеджер продукта
128956221,Стажер-программист 1С,"<strong>Обязанности:</strong> <ul> <li>разработка программ 1С</li> <li>Участие в проектах по внедрению программ на базе 1С;</li> <li><strong>Требования:</strong></li> <li>высшее образование</li> <li>Ответственность</li> <li><strong>Условия:</strong></li> <li>трудоустройство согласно ТК РФ</li> <li>до места работы предоставляется служебный транспорт</li> <li>своя столовая, подарки к праздникам, премирование по итогам работы за год</li> </ul>",96,"Программист, разработчик"
128968663,Руководитель отдела продаж (IT платформа),"<p>Если вы готовы стать частью команды профессионалов и строить будущее вместе с нами, мы будем рады рассмотреть вашу кандидатуру на позицию &quot;Руководитель отдела продаж&quot;.</p> <p><strong>Зона ответственности:</strong></p> <p> </p> <ul> <li>Построение и управление отделом продаж;</li> <li>Выполнение плана продаж отдела;</li> <li>Участие в формировании стратегии продаж и гипотез;</li> <li>Развитие менеджеров по продажам;</li> <li>Работа с метриками: конверсия, средний чек, цикл сделки, план/факт;</li> <li>Взаимодействие с руководством по результатам и масштабированию.</li> <li>Продажи IT-решений, лицензий, комплексных проектов;</li> <li>Личное участие в ключевых переговорах и закрытии сделок;</li> <li>Контроль воронки, сделок, результатов, анализ звонков и переписок;</li> <li>Работа с ЛПР: собственник, IT-директор, финансовый директор;</li> <li>Выстраивание сложных сделок: партнёрства, долгие циклы.</li> </ul> <p><strong>Ожидания от кандидатов:</strong></p> <p> </p> <ul> <li>Образование высшее техническое приветствуется;</li> <li>Опыт работ от 3-х лет РОПом программных решений и IT оборудования;</li> </ul> <ul> <li>Обязателен опыт продаж с чеками от 3 млн ₽;</li> <li>Понимание сложных IT-сделок, корп-сегмента;</li> <li>Умение выходить на ЛПР не только через звонки, работать через связи, партнёрства, рекомендации;</li> <li>Навыки переговоров, умение выявлять потребности и презентовать IT-продукты;</li> <li>Опыт в IT, софте, интеграции - будет большим плюсом;</li> <li>Сильные переговорные навыки, ориентация на деньги и результат, а не «процессы ради процессов»;</li> <li>Самодисциплина, готовность брать на себя ответственность за результат;</li> <li>Гибкость и ориентация на амбициозные цели.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Место работы: г. Краснодар, ул. Северная, 450;</li> <li>График работы: 5/2 с 9.00 до 18.00;</li> <li>Оформление согласно ТК РФ с первого дня работы;</li> <li>Стабильная белая заработная плата, выплачиваемая без задержек два раза в месяц;</li> <li>Льготные условия приобретения объектов недвижимости компании и участие в социальных программах, подарки для детей сотрудников компании к праздникам;</li> <li>Корпоративное обучение на собственной платформе AVA Университет и возможность прохождения индивидуального обучения на внешних платформах за наш счет;</li> <li>Система адаптации нового сотрудника и программа наставничества от центра компетенции;</li> <li>Корпоративные скидки от партнеров компании (отели, фитнес-клубы, спортивные события и т.д.);</li> <li>Насыщенная корпоративная жизнь и развитая сеть внутренних комьюнити;</li> <li>Материальная поддержка в различных жизненных ситуациях;</li> <li>Реферальные программы с выплатой бонусов сотрудникам.</li> </ul> <p><em>Присоединяйтесь к нам, чтобы вместе достигать новых высот и создавать<br />будущее, полное успеха и достижений!</em></p>",157,Руководитель отдела аналитики
128680296,Инженер-программист станков с ЧПУ,"<p><strong>Вдохновляй технологии: стань инженером-программистом ЧПУ в Jet-Stone!</strong></p> <p>Ты любишь, когда камень подчиняются точности кода? Хочешь видеть, как твои программы превращаются в уникальные изделия, украшающие элитные интерьеры и фасады? Тогда тебе к нам!</p> <p><strong>Твои задачи:</strong></p> <ul> <li>Разработка, корректировка и оптимизация управляющих программ для станков с ЧПУ (в том числе для обработки камня и сложных форм);</li> <li>Настройка и запуск оборудования, тестирование программ на производстве;</li> <li>Взаимодействие с производственным персоналом для достижения идеального результата;</li> <li>Анализ и устранение ошибок в работе станков, постоянное совершенствование процессов;</li> <li>Ведение технической документации и участие во внедрении новых технологий.</li> </ul> <p><strong>Что важно для успеха:</strong></p> <ul> <li>Опыт работы с ЧПУ-оборудованием от 1 года;</li> <li>Знание принципов программирования станков (G-код)</li> <li>Понимание технологических процессов обработки камня;</li> <li>Умение читать чертежи и работать с технической документацией;</li> <li>Внимательность, ответственность, желание развиваться и внедрять инновации.</li> </ul> <p><strong>Условия и преимущества:</strong></p> <ul> <li>Официальное трудоустройство и стабильная &quot;белая&quot; зарплата;</li> <li>График 5/2, рабочий день с 8:00;</li> <li>Работа на современном высокотехнологичном производстве;</li> <li>Возможности для профессионального роста и обучения;</li> <li>Дружная команда, поддержка наставников и уважение к каждому сотруднику.</li> </ul> <p><strong>О компании</strong> Jet-Stone — лидер камнеобрабатывающей отрасли с 1996 года. Мы реализуем самые смелые архитектурные проекты, ценим качество, инновации и людей, которые любят своё дело. Присоединяйся к нам и воплощай технологии в искусство!</p>",96,"Программист, разработчик"
129130956,Project - менеджер (Менеджер проектов),"<p><strong>О компании:</strong><br />Мы — динамично развивающаяся компания, выросшая из успешного <strong>HR-проекта «Рекруто»</strong>. Наша IT-дочерняя компания <strong>«Deepra</strong>», начавшаяся с автоматизации внутренних процессов, теперь является самостоятельным подразделением, разрабатывающим проекты для внешних заказчиков.<br /><br />Мы ищем начинающего и активного проект-менеджера, готового развиваться и взять на себя ответственность за ведение нескольких проектов в сферах HR и IT. Это отличный старт для карьеры в управлении проектами и шанс внести вклад в топовые направления.<br /><br /><strong>Обязанности:</strong></p> <ul> <li> <p>Коммуникация и координация между компанией и контрагентами.</p> </li> <li> <p>Контроль и работа в CRM-системе.</p> </li> <li> <p>Организация и проведение планерок.</p> </li> <li> <p>Выполнение задач от маркетинга (заказы, организация, составление ТЗ) и HR-отдела.</p> </li> <li> <p>Сбор аналитики и подготовка отчетов.</p> </li> <li>Участие в создании контента: презентации, фото- и видеосъемка.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Многозадачность</li> <li>Интерес к обучению и развитию</li> <li>Готовность пробовать для себя новые сферы</li> </ul> <strong>Условия:</strong> <ul> <li> <p>График 5/2 с 9:00 до 18:00.</p> </li> <li> <p>Офис буквально в 10 минутах от ст. м. Александра Невского (Наб. Обводного канала, 21).</p> </li> <li>Дружный коллектив, корпоративные мероприятия и фирменный мерч.</li> </ul> <p><strong>Откликайтесь! </strong>Всем кандидатам мы отправим <strong>видео-интервью</strong> с будущим руководителем с подробным рассказом о компании. Если вы чувствуете, что это вакансия для вас, ждем отклика!</p>",107,Руководитель проектов
129071995,Дизайнер презентаций Senior CRM,"<p>Мы в поиске опытного дизайнера презентаций в CRM в команду Банка топ-5.</p> <p>Удаленный формат работы, с возможностью приезжать в офис банка в г.Москва.</p> <p><strong>Ваша зона ответственности:</strong></p> <ul> <li> <p>Разработка концепций и дизайн презентаций (PowerPoint, Keynote, Google Slides).</p> </li> <li>Подготовка визуальных шаблонов, инфографики, анимации и мультимедийных элементов.</li> <li>Адаптация материалов под требования разных аудиторий и каналов коммуникации.</li> <li>Обеспечение единообразия фирменного стиля во всех презентационных продуктах.</li> <li>Поддержка и обновление библиотеки готовых шаблонов и графических ресурсов.</li> </ul> <p><strong>Необходимые навыки:</strong></p> <ul> <li>Опыт работы дизайнером от 2 лет.</li> <li>Профессиональное владение PowerPoint, Keynote, Google Slides, а также графическими редакторами (Adobe Photoshop, Illustrator, Figma).</li> <li>Понимание принципов визуального сторителлинга и UX/UI.</li> <li>Умение работать с данными, создавать инфографику и анимацию.</li> <li>Высокая внимательность к деталям, чувство эстетики и соблюдение сроков.</li> <li>Отличные коммуникативные навыки, способность работать в команде и принимать обратную связь.</li> </ul>",34,"Дизайнер, художник"
129083804,"Дизайнер по интерьерной графике (фотообои, наклейки) / графический дизайнер (маркетплейсы)","<p><strong>Мы — типография и производитель интерьерного декора</strong>: фотообои, обои-компаньоны, интерьерные наклейки, (в перспективе — новые категории). Работаем с маркетплейсами (WB/Ozon). Ищем дизайнера, который будет усиливать ассортимент и визуал карточек.</p> <p><strong>Чем предстоит заниматься</strong></p> <p><strong>1) Разработка новых принтов и коллекций</strong></p> <ul> <li>Создавать новые рисунки/сюжеты для фотообоев и интерьерных наклеек (сериями/подборками).</li> <li>Генерировать идеи и изображения с помощью нейросетей (prompting, вариации, upscale, исправления артефактов), доводить до коммерческого качества.</li> <li>Делать бесшовные паттерны (если нужно), адаптировать дизайны под разные размеры/форматы.</li> </ul> <p><strong>2) Подготовка макетов к печати</strong></p> <ul> <li>Подготавливать файлы для широкоформатной печати: правильные размеры, разрешение, слои, вылеты/поля, проверка качества.</li> <li>Базовая цветокоррекция/ретушь, чистка артефактов, повышение детализации.</li> <li>Подготовка превью/мокапов интерьера (чтобы рисунок “продавался”).</li> </ul> <p><strong>3) Инфографика и оформление карточек на маркетплейсах</strong></p> <ul> <li>Делать главные обложки, плашки, преимущества, сравнения, размеры/комплектацию.</li> <li>Единый стиль для бренда: шрифты, цвета, композиция, читаемость на мобильном.</li> <li>Доработка текущих карточек: улучшение визуала, обновления под сезон/акции/А/Б варианты.</li> </ul> <p><strong>4) Поддержка текущих дизайнов</strong></p> <ul> <li>Корректировки по ТЗ: заменить элементы, убрать лишнее, подогнать оттенки, собрать новые варианты.</li> <li>Быстрая реакция на задачи производства/маркетинга.</li> </ul> <p><strong>Наши ожидания</strong></p> <ul> <li>Уверенный <strong>Photoshop</strong> (ретушь, коллаж, маски, текст, аккуратная сборка макетов).</li> <li><strong>Illustrator/CorelDRAW</strong> (желательно — для вектора и наклеек).</li> <li>Понимание подготовки к печати: <strong>разрешение, масштаб, цвет, аккуратность файлов</strong> (CMYK/ICC — будет плюсом).</li> <li>Опыт <strong>инфографики для маркетплейсов</strong> (WB/Ozon) — большой плюс.</li> <li>Умение работать с нейросетями <strong>или желание быстро научиться</strong> (генерация, апскейл, правки, стабильное качество).</li> <li>Внимательность к деталям, скорость, системность, умение работать по чек-листам/ТЗ.</li> <li>Наличие портфолио (принты/коллажи/инфографика — идеально).</li> </ul> <p><strong>Будет плюсом</strong></p> <ul> <li>Опыт в интерьерных нишах (обои, текстиль, декор).</li> <li>Навык делать “дорогие” мокапы интерьеров.</li> <li>Figma (для быстрых макетов), After Effects/CapCut (если планируем видео — не обязательно).</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Формат: <strong>офис</strong></li> <li>Загрузка: проектная или полная занятость (обсуждается).</li> <li>Оплата: фикс + KPI за объём</li> <li>Тестовое задание небольшое (1–2 задачи из реальной работы).</li> </ul> <p> </p> <p> </p>",34,"Дизайнер, художник"
127422137,Ночной специалист службы поддержки клиентов (Ozon Travel),"<p>Ozon Travel — это динамично развивающийся продукт в экосистеме Ozon, который помогает клиентам с бронированием авиа- и ж/д билетов, отелей и покупкой туров. В этом году мы ставим перед собой амбициозные цели по привлечению новых клиентов и партнёров, и именно вы поможете нам в их достижении.</p> <p><strong>Вам предстоит:</strong></p> <ul> <li>Консультировать клиентов, оперативно отвечая на вопросы в чатах, по телефону и электронной почте.</li> <li>Помогать клиентам с организацией поездок и путешествий от Авиа/ЖД билетов до комфортного отдыха в отеле.</li> </ul> <p><strong>Мы ожидаем:</strong></p> <ul> <li>Стремление к профессиональному развитию;</li> <li>Готовность много общаться с людьми и облегчать планирование их поездок;</li> <li>Готовность работать энергично в режиме многозадачности;</li> <li>Письменная и устная грамотность;</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li><strong>Старт с поддержкой:</strong> Полное оплачиваемое обучение с трудоустройством с первого дня вместе с нашими кураторами.</li> <li><strong>Работай с комфортом:</strong> Официальное трудоустройство, «белая» зарплата (оклад + премия) и полностью удалённый формат.</li> <li><strong>Выбирай свой график:</strong> 2/2 с 08:00 до 20:00; с 09:00 до 21:00; с 10:00 до 22:00 и т.д. по Москве</li> <li><strong>Расти вместе с нами:</strong> Семинары, тренинги, корпоративный английский и возможность строить карьеру в крупнейшем e-commerce проекте.</li> <li><strong>Забота о тебе:</strong> <ul> <li>ДМС со стоматологией.</li> <li>Подарок от компании при рождении ребёнка.</li> </ul> </li> <li><strong>Приятные бонусы:</strong> Программы «Рекомендуй друга» и «Откликнись сам», статус IT-компании и сильная команда, которой мы гордимся.</li> </ul>",121,Специалист технической поддержки
