Id,Name,Description,Professional_Role_Id,Professional_Role
129028023,"Программист 1С (администрирование, доработка УТ/WMS)","<p><strong>Внимание кандидатов! Место работы: Складской комплекс ТРИЛОДЖИ ПАРК.</strong></p> <p><strong>Уровень дохода обсуждается на собеседовании.</strong></p> <p><strong>Обязанности:</strong></p> <p>• Администрирование и сопровождение программ 1С (WMS, Бухгалтерия, Зарплата и кадры и др).</p> <p>• Доработка нетиповых конфигураций 1С и конфигурации УТ 11 под бизнес-процессы компании.</p> <p>• Интеграция УТ и нетиповых конфигураций с внешним ПО и системами обмена (csv, json, xml, dbf, xls и др.).</p> <p>• Разработка и настройка отчетности в 1С.</p> <p>• Участие в проектировании и оптимизации учётных/складских бизнес-процессов.</p> <p><strong>Требования:</strong></p> <p>• Опыт работы с 1С (администрирование и доработка конфигураций).</p> <p>• Практический опыт работы с УТ 11 будет преимуществом.</p> <p>• Навыки интеграции и обмена данными (форматы csv, json, xml, dbf, xls и т.п.).</p> <p>• Умение создавать отчёты в 1С.</p> <p>• Знание складских и логистических процессов — желательно.</p> <p>• Аналитическое мышление, внимательность к деталям, умение работать в команде.</p> <p><strong>Условия:</strong></p> <p>• График работы: 5/2, с 09:00 до 18:00, работа в офисе.</p> <p>• Офис: Логистический центр «Трилоджи Парк» (м. Котельники).</p> <p>• Своевременная выплата зарплаты — 3 раза в месяц; система оплаты: оклад + премия по итогам работы.</p> <p>• Оформление согласно ТК РФ, полный соц. пакет, зарплата <strong>полностью &quot;белая&quot; 3 раза в месяц. Уровень дохода обсуждается на собеседовании.</strong></p> <p>• Корпоративные мероприятия, материальная поддержка в разных жизненных ситуациях, подарки детям сотрудников на Новый год.</p> <p>• Работа на российском рынке транспортно-экспедиционных услуг.</p>",96,"Программист, разработчик"
128198601,Программист-математик,"<p><strong>ОБЯЗАТЕЛЬНЫМ УСЛОВИЕМ ЯВЛЯЕТСЯ РЕЛОКАЦИЯ В РЕСПУБЛИКУ ТАТАРСТАН (ЕЛАБУГА)</strong></p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>разработка математической модели полетного контроллера;</li> <li>разработка алгоритмов навигации;</li> <li>реализация алгоритмов ИНС;</li> <li>тестирование в реальных условиях.</li> </ul> <p><strong>Будет преимуществом:</strong></p> <ul> <li>понимание тригонометрии, линейной алгебры, дифференциального и интегрального исчисления;</li> <li>понимание навигационных алгоритмов;</li> <li>знание основ робототехники;</li> <li>знание фильтра Калмана, Маджвика, комплиментарных фильтров и др.;</li> <li>понимание STM32;</li> <li>опыт подключения датчиков (гироскоп, магнитометр, барометр, gnss и др.);</li> <li>С/C++, python - Junior+.</li> </ul> <p><strong>С НАШЕЙ СТОРОНЫ МЫ ПРЕДЛАГАЕМ:</strong></p> <ul> <li>официальное трудоустройство в соответствии с ТК РФ;</li> <li>дневная рабочая неделя (ненормированная);</li> <li>конкурентный уровень заработной платы (обсуждается индивидуально);</li> <li>развитая корпоративная культура;</li> <li>спортивные и киберспортивные мероприятия;</li> <li>бесплатный транспорт до работы из г. Елабуга и обратно.</li> </ul> <p><strong>ОБЯЗАТЕЛЬНЫМ УСЛОВИЕМ ЯВЛЯЕТСЯ РЕЛОКАЦИЯ В РЕСПУБЛИКУ ТАТАРСТАН (ЕЛАБУГА)</strong></p>",96,"Программист, разработчик"
128982817,Оператор ПК (Курган),"<p><strong>Что мы предлагаем:</strong></p> <ul> <li>Оформление по ТК <em>РФ;</em></li> <li>Белую заработную плата;</li> <li>График работы: 5/2 с 08.00 до 17.00 и с 13:00 до 20:00;</li> <li>Возможность карьерного и профессионального роста;</li> <li>Подарки сотрудникам и детям на праздники.</li> </ul> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li> <p>Ведение базы данных</p> </li> <li> <p>Обработка заявок</p> </li> <li> <p>Работа с документацией.</p> </li> </ul> <p><strong>Наши ожидания:</strong></p> <ul> <li> <p>Ответственность, внимательность, усидчивость;</p> </li> <li> <p>Уверенный пользователь ПК.</p> </li> </ul>",84,"Оператор ПК, оператор базы данных"
128691626,Программист 1С ЗУП,"<p><strong>ООО «Центр ИТ решений для бизнеса» - внутренняя аккредитованная ИТ-компания для предприятий Горьковского автозавода.</strong></p> <p>Мы ищем в нашу команду опытного программиста 1С, который специализируется на платформе 1С:Предприятие 8.3 и имеет глубокие знания в конфигурации 1С:Зарплата и Управление Персоналом (ЗУП) 3.1.</p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка, доработка и поддержка конфигураций на базе 1С:Предприятие 8.3, с акцентом на 1С:ЗУП 3.1.</li> <li>Анализ бизнес-требований и их перевод в технические решения.</li> <li>Написание качественного, производительного и сопровождаемого кода в соответствии со стандартами разработки 1С.</li> <li>Работа с существующей кодовой базой: анализ, рефакторинг и исправление ошибок в чужом коде.</li> <li>Сложная оптимизация запросов и кода для повышения производительности системы.</li> <li>Разработка и поддержка отчетов с использованием системы компоновки данных (СКД) и систем оформления.</li> <li>Разработка и интеграция с использованием Web-сервисов, HTTP-сервисов и универсальных механизмов обмена данными.</li> <li>Ведение технической документации по выполненным доработкам.​​​​​</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт разработки на платформе 1С:Предприятие 8.3 — от 3-х лет.</li> <li>Наличие действующих сертификатов 1С:Профессионал и/или 1С:Специалист (будет преимуществом).</li> <li>Отличное практическое знание конфигурации 1С:ЗУП 3.1 (отчеты, расчеты, кадровый учет, взаимодействие с другими конфигурациями).</li> <li>Умение писать грамотный, оптимальный и структурированный код.</li> <li>Глубокое понимание принципов работы платформы (управляемые формы, клиент-серверное взаимодействие).</li> <li>Опыт работы с СКД (система компоновки данных) для построения сложных отчетов.</li> <li>Навыки оптимизации SQL-запросов и кода 1С для повышения производительности.</li> <li>Опыт разработки и потребления Web-сервисов, HTTP-сервисов.</li> <li>Умение анализировать и дорабатывать чужой код.</li> <li>Опыт написания технической документации.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Конкурентная заработная плата: оклад + ежемесячная премия.</li> <li>Годовой бонус.</li> <li>Добровольное медицинское страхование.</li> <li> <p>Развитая система наставничества - поддержка на всех этапах адаптации.</p> </li> <li>Компенсация питания (180 руб. в день).</li> <li>Организация отдыха для работников и членов семьи, компенсация части стоимости путевок.</li> <li>Выбор графика работы (пятидневная рабочая неделя, суббота и воскресенье - выходные).</li> </ul>",96,"Программист, разработчик"
128660286,Руководитель проекта,"<p>Приглашаем на работу <strong>РУКОВОДИТЕЛЯ ПРОЕКТА</strong></p> <p><strong>ПЛЮСЫ РАБОТЫ В НАШЕЙ КОМПАНИИ:</strong></p> <ul> <li>Работа в активно-развивающейся компании;</li> <li>Официальная заработная плата 2 раза в месяц;</li> <li>Спец. одежда и проживание за счет работодателя;</li> <li>Оплата проезда к месту работы и домой;</li> <li>Детские подарки (Новый год, 1 сентября);</li> <li>Подарки сотрудникам (Новый год, 23 февраля, 8 марта).</li> </ul> <p><strong>ОБЯЗАННОСТИ:</strong></p> <ul> <li>Руководство вахтовым объектом по направлениям: общественное питание, торговля, складское хозяйство, эксплуатация, клининг;</li> <li>Организация работы по предоставлению оказываемых услуг;</li> <li>Организация работы подконтрольного персонала, контроль укомплектованности персонала;</li> <li>Взаимодействие с Заказчиком, обеспечение отсутствия жалоб;</li> <li>Поддержание высокого качества сервиса.</li> </ul> <p><strong>ТРЕБОВАНИЯ:</strong></p> <ul> <li>Высшее образование;</li> <li>Опыт работы в аналогичной должности от 6-ти лет;</li> <li>Опыт работы в сервисных компаниях обязателен;</li> <li>Способность организовать услугу на высшем уровне;</li> <li>Умение выстраивать эффективные и долгосрочные отношения с Заказчиком.</li> </ul> <p><strong>УСЛОВИЯ РАБОТЫ:</strong></p> <ul> <li>Официальное трудоустройство;</li> <li>График работы: 5/2, командировки - 75% рабочего времени;</li> <li>Заработная плата обсуждается индивидуально по итогам собеседования.</li> </ul> <p> </p> <p><em>Компания<strong> «ПАРТНЕРЫ КРАСНОЯРСК» </strong>БОЛЕЕ 12 ЛЕТ успешно работает в сфере комплексного обслуживания вахтовых поселков по направлениям: общественное питание, бытовой и производственный клининг, эксплуатация инженерных систем. Численность компании на сегодняшний день более 4000 чел.</em></p> <p><em>Нашими партнерами являются крупнейшие добывающие предприятия РФ, такие как Полюс, NordGold, СУЭК, ГазПром и др.</em></p> <p>Мы заботимся о своих сотрудниках!</p> <p>Звони и стань частью команды профессионалов!</p>",107,Руководитель проектов
128980079,Территориальный специалист по пожарной безопасности (СЦ Москва),"<ul> <li> <p><strong>Вам предстоит:</strong></p> </li> <li>Контроль состояния пожарной безопасности объектов, соблюдения действующего законодательства;</li> <li>Контроль обеспечения, работоспособности и своевременного технического обслуживания систем противопожарной защиты, выявление и устранение неисправностей в работе систем;</li> <li>Контроль выполнения требований нормативных документов в области пожарной безопасности при строительстве и реконструкции помещений, зданий и сооружений;</li> <li>Проведение аудита на объектах компании и составление плана мероприятий по устранению выявленных нарушений;</li> <li>Рассмотрение и составление технических заданий, технических требований проектной документации на соответствие требованиям пожарной безопасности;</li> <li>Прием систем противопожарной защиты после реконструкции, строительства и модернизации;</li> <li>Работа с персоналом: проведение инструктажей по пожарной безопасности, контроль своевременности обучения и проверки знаний ПТМ, тренировки;</li> <li>Разъездной характер работы.</li> <li> <p><strong>Мы ожидаем:</strong></p> </li> <li>Техническое образование (желательно профильное);</li> <li>Специальная подготовка по пожарной безопасности (в учебных центрах государственной противопожарной службы);</li> <li><span>Опыт работы</span> на аналогичной позиции в сфере складской логистики будет преимуществом;</li> <li><span>Опыт</span> введения работ по приемке в эксплуатацию противопожарных систем и оборудования на объекте;</li> <li>Знание нормативной документации и требований пожарной безопасности;</li> <li>Знание федеральных законов «О пожарной безопасности», нормативно-правовых актов в области пожарной безопасности;</li> <li>Умение читать и применять документацию (СТУ, РР, КИТМ, расчет категорий и пр.) проекты в области пожарной безопасности;</li> <li>Уверенное пользование офисными программами (<span>Word, Excel</span>).</li> <li> <p><strong>Мы предлагаем:</strong></p> </li> <li>Оформление по ТК РФ;</li> <li>Здоровье: ДМС, страхование от несчастных случаев, полис выезжающих за рубеж;</li> <li>гарантированный оклад;</li> <li>Корпоративные программы: скидки и привилегии от компаний-партнёров для наших сотрудников;</li> <li>Дополнительные бонусы: материальная помощь, подарочные сертификаты при рождении ребенка;</li> <li>График работы: 5/2 с 8:00 <span>до 17</span>:00или с 09.00 <span>до 18.00</span>;</li> <li>Офис возможен на одном из объектов СЦ Москвы (ЛЦ Медведково, Вешки, Молжаниново, Пушкино, Солнечногорск, Никольское и др.).</li> </ul>",116,Специалист по информационной безопасности
129163452,Архитектор-визуализатор,"<p><strong>Платформа.Инвест</strong> - Компания, занимающаяся строительством.</p> <p><strong>Платформа. Инвест</strong> является частью Группы компаний «Платформа». Наш опыт и профессионализм позволяют нам эффективно решать задачи и обеспечивать высокое качество строительства.</p> <p>Недавно мы открыли новое направление — Концептуальный отдел. Его сотрудники занимаются комплексным проектированием для общественных и коммерческих объектов.</p> <p>В связи с открытием нового направления работы, мы в поисках <em>Архитектора-визуализатора</em>.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Участие в разработке и оформлении эскизной документации для проектов различной направленности;</li> <li>Работа в ПО Revit совместно с проектной группой;</li> <li>Подбор материалов;</li> <li>Выполнение визуализаций экстерьера и интерьера, визуализаций мастерплана в 3DsMax, Lumion, Twinmotion;</li> <li>Выполнение постобработки кадров в Photoshop;</li> <li>Выполнение видеоматериалов по проекту;</li> <li>Подготовка демонстрационных презентаций по разработанному материалу;</li> <li>Согласование с заказчиком.</li> </ul> <p><strong>Наши ожидания от кандидата:</strong></p> <ul> <li>Образование архитектурно-строительное;</li> <li>Владение Revit, 3DsMax, Twinmotion, Lumion, Photoshop - уверенный пользователь;</li> <li>Обязательно наличие портфолио;</li> <li>Инициативность, готовность расти и обучаться, желание самостоятельно работать, выполнять поставленные задачи в срок и быть в дружной команде.</li> </ul> <p><strong>У нас:</strong></p> <ul> <li>Официальное трудоустройство по ТК РФ, &quot;белая&quot; заработная плата;</li> <li>Достойный уровень оплаты труда (уровень дохода обсуждается индивидуально исходя из опыта и компетенций);</li> <li>Удобный формат работы: офис, гибрид;</li> <li>Гибкое начало рабочего дня (по договоренности с руководителем);</li> <li>Внутреннее обучение, своя база знаний и BIM поддержка по Revit;</li> <li>Быстрое профессиональное развитие, реальная возможность карьерного и финансового роста внутри компании;</li> <li>Молодая и дружная команда, мотивирующая друг друга на достижение общих целей;</li> <li>Атмосфера поддержки и взаимопонимания, в которой каждый может проявить свои способности и навыки;</li> <li>Насыщенная корпоративная жизнь: ярко и масштабно отмечаем праздники, дарим крутые подарки.</li> </ul> <p>Ждем отклик и будем рады знакомству!</p>",34,"Дизайнер, художник"
128637880,Руководитель онлайн-проекта,"<p><strong>Мы ищем сильного управленца, который поможет вывести проект на новый уровень</strong></p> <p><strong>Задачи:</strong><br />- Масштабирование проекта: запуск новых направлений, оптимизация процессов, повышение эффективности<br />- Найм команды: подбор, собеседования, адаптация новых сотрудников<br />- Проведение планёрок и контроль выполнения задач<br />- Организация операционных процессов и повышение точности выполнения KPI<br />- Взаимодействие с владельцем проекта, формирование отчётности и предложений по развитию</p> <p><strong>Условия:</strong><br />- Формат: удалённая работа.<br />- Занятость: 5/2<br />- Оплата: обсуждается индивидуально по результатам интервью (От 100.000₽)<br />- Возможность роста и участия в масштабировании проекта<br /><br /><strong>Мы ожидаем, что вы:</strong><br />• Имеете опыт управления командами в инфобизнесе (обязательно).<br />• Понимаете воронки, продуктовые линейки, автоворонки, прогревы.<br />• Знаете, как выстраивать команду, процессы и систему контроля.<br />• Умеете работать в режиме многозадачности и брать на себя ответственность.</p> <p><strong>С кем будет происходить прямое взаимодействие:</strong></p> <p>-Основатель одного из крупнейших инвест сообществ в РФ и СНГ «Капитал» и закрытого Инвест клуба для людей с крупным капиталом - Личный совет, частный инвестор, Блогер на инвест тематику</p> <p><strong><em>Увидимся на интервью!</em></strong></p> <p> </p>",107,Руководитель проектов
127279940,Инженер отдела цифровых систем передачи данных,"<p><strong>Обязанности:</strong></p> <ul> <li>Мониторинг сетевых элементов сети ПД.</li> <li>Настройка и диагностика сетевого оборудования (коммутаторы, маршрутизаторы, OLT).</li> <li>Взаимодействие со смежными службами и решение текущих аварийных ситуаций (3я линия технической поддержки).</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее, неоконченное высшее в области связи, автоматизации, системотехники.</li> <li>Иметь базовые знания принципов физического построения сетей, принципов коммутации и маршрутизации трафика.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Постоянная работа, работа на территории работодателя.</li> <li>Оформление, отпуск, больничный и прочее по ТК.</li> <li>Корпоративное обучение и тренинги.</li> <li>Возможность профессионального и карьерного роста.</li> </ul>",114,Системный инженер
129060158,Администратор вычислительной сети,"<strong>Обязанности:</strong> <ul> <li> <p>Настройка параметров сетевых устройств и программного обеспечения согласно технологической политике организации</p> </li> <li> <p>Инвентаризация параметров и функциональных схем работы сетевых устройств администрируемой сети</p> </li> <li> <p>Оценка эффективности конфигурации сетевых устройств с точки зрения производительности сети и защиты от несанкционированного доступа<br /></p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>Среднее профессиональное образование - программы подготовки специалистов среднего звена, программы подготовки квалифицированных рабочих (служащих)</p> </li> <li> <p>Дополнительное профессиональное образование - программы повышения квалификации, программы профессиональной переподготовки в области информационной безопасности инфокоммуникационных систем и/или их составляющих</p> </li> </ul> <strong>Условия:</strong> <ul> <li>работа 5 дней в неделю, выходной суббота, воскресенье</li> </ul>",113,Системный администратор
125426448,Аналитик 1С,"<p> </p> <p><strong>Задачи:</strong></p> <ul> <li>Участие в проектах по внедрению автоматизированных систем на базе 1С;</li> <li>Проведение обследования деятельности Заказчика;</li> <li>Анализ и описание бизнес-процессов «as is» и «to be»;</li> <li>Участие в разработке концептуального и архитектурного дизайна внедряемой системы;</li> <li>Подготовка проектной документации.</li> </ul> <p><strong>Что нам важно:</strong></p> <ul> <li>Опыт участия в крупных проектах (команда от 8 человек) в роли аналитика, методолога или консультанта;</li> <li>Опыт проведения функционального бизнес-анализа;</li> <li>Знание программных продуктов семейства 1С;</li> <li>Наличие сертификатов 1С будет являться преимуществом;</li> <li>Отличные коммуникативные навыки;</li> <li>Умение работать в команде.</li> </ul> <p> </p>",10,Аналитик
125277238,BI-аналитик группы управления контакт-центрами (ведущий специалист),"<p><strong><em>Чем предстоит заниматься:</em></strong></p> <ul> <li> <p>Изучать большие объемы данных для выявления трендов, аномалий и возможностей улучшения эффективности работы аутсорсинговых контакт-центров;</p> </li> <li> <p>Формировать требования к системе сквозной отчётности и аналитики дистанционного клиентского обслуживания;</p> </li> <li> <p>Проводить анализ количественных, качественных и финансовых показателей эффективности функционирования аутсорсинговых контакт-центров, идентификацию узких мест и предлагать решения для улучшения процессов на основе анализа данных;</p> </li> <li> <p>Прогнозировать объёмы нагрузки, анализ и контроль загрузки, шифтинга аутсорсинговых контакт-центров, анализ эффективности системы управления трудовыми ресурсами;</p> </li> <li> <p>Проводить анализ эффективности сервисов автоматизированного обслуживания (текстовые, голосовые боты, прочие сервисы);</p> </li> <li> <p>Структурировать полученную обратную связь от клиентов в каналах обслуживания , формулировать рекомендации по управленческим решениям в рамках бизнес-процессов и продуктов;</p> </li> <li> <p>Разрабатывать и подготавливать периодические отчёты, дашборды, презентационные материалы, позволяющие оценить текущую производительность и определить пути её оптимизации.</p> </li> </ul> <p><strong><em>Наши ожидания от кандидатов:</em></strong></p> <ul> <li>Образование: высшее (техническое);</li> <li>Опыт работы на релевантной позиции от 1 года;</li> <li>Понимание принципов построения современных контакт-центров, бизнес-процессов, тенденций на рынке контакт-центров и роботизированных систем (чат-бот, голосовой ассистент и пр.);</li> <li> <p>Владение инструментами аналитики (бизнес аналитики, электронными таблицами и др.);</p> </li> <li> <p>Английский язык на уровне intermediate;</p> </li> <li> <p>Знание законодательной и нормативно-правовой базы, стандартов обслуживания.</p> </li> </ul> <p><strong><em>Что мы предлагаем:</em></strong></p> <ul> <li>Авиабилеты по специальным тарифам для сотрудников и ближайших родственников;</li> <li>Медицинское обслуживание (собственный медицинский центр);</li> <li>Программа добровольного медицинского страхования (ДМС со стоматологией);</li> <li>Ежегодный оплачиваемый отпуск 42 дня в году;</li> <li>Материальная помощь к отпуску, дополнительные социальные выплаты;</li> <li>Санаторно-курортное лечение (санатории Алтая, Кавказа, Тверской области и др.);</li> <li>Детские путевки и компенсация оплаты детских дошкольных учреждений;</li> <li>Программа скидок от партнёров (отели, рестораны, фитнес, курсы и многое другое);</li> <li>Корпоративная пенсионная программа негосударственного пенсионного обеспечения;</li> <li>Кафетерий льгот.</li> </ul> <ul> </ul> <ul> </ul> <p><strong><em>График работы:</em></strong></p> <ul> <li>5/2 пн-чт с 9:00 до 18:00, пт с 9:00 до 15:30.</li> </ul>",156,"BI-аналитик, аналитик данных"
128621521,Системный администратор,"<strong>Обязанности:</strong> <ul> <li>администрирование Linux серверов</li> <li>настройка и выполнение резервного копирования</li> <li>настройка и контроль выполнение процедур антивирусной защиты</li> <li>установка и обновление прикладного и основного ПО</li> <li>мониторинг доступности серверного оборудования</li> <li>техническая поддержка пользователей</li> </ul> <strong>Требования:</strong> <ul> <li>знание основ работы с Linux</li> <li>знание основ сети</li> <li>знание основ информационной безопасности</li> <li>знание аппаратной составляющей серверного оборудования и систем хранения данных</li> </ul> <strong>Условия:</strong> <ul> <li>официальное трудоустройство и стабильная &quot;белая&quot; зарплата;</li> <li>график работы 5/2, рабочий день с 8:00;</li> <li>работа в офисе компании в Горно-Алтайске;</li> <li>возможности для профессионального роста и обучения.</li> </ul>",113,Системный администратор
129004949,Выездной инженер технической поддержки/системный администратор,"<p>Приглашаем к сотрудничеству специалистов IT (самозанятых), рассматриваем также студентов последних курсов (информатика) на официальную подработку/дополнительный доход в компанию MCORE.<br />На нашей платформе у Вас будет допуск ко всем заявкам по выбранным Вами городам. В каждой заявке будет информация: что надо сделать, в течение какого срока необходимо выполнить заявку, как это сделать (ТЗ) и сколько мы Вам заплатим за выполнение заявки. Если заявка Вам интересна – Вы берёте её в работу.</p> <p>Задачи:</p> <p>ремонт компьютерной техники (опыт обязателен) и кассовой аппаратуры;<br />установка и настройка OC Windows, а также офисных приложений;<br />установка и настройка различного рода ПО;<br />подключение и настройка периферийного оборудования, включая торговое (ККТ, сканеры ШК, принтеры, весовое оборудование);<br />сборка и размещение комплектов оборудования на точках заказчика;<br />работа на высоком техническом уровне с ПК;<br />выполнение в срок поставленных задач.<br />Hard &amp; soft skills, которые будут нам полезны и интересны:</p> <p>опыт работы по настройке и ремонту ПК (желательно уровень системного администратора), а также периферийного оборудования;<br />опыт работы по настройке операционных систем, офисных приложений, прочих программных модулей (бухгалтерские и торговые модули);<br />опыт настройки ПК из готовых образов;<br />опыт работы с системами видеонаблюдения;<br />оперативность, быстрота выполнения задач, ответственный подход к работе, дисциплинированность;<br />действующий статус самозанятого или готовность его оформить​.<br />Предлагаем:</p> <p>Видеообучение по работе с кассами и видеонаблюдению<br />Инструкции ко всей технике + ТЗ.<br />Своя техподдержка (24/7)<br />Сотрудничество с крупной, динамично развивающейся компанией<br />Официальный дополнительный доход/подработка через заключение договора (с самозанятыми)<br />Вы решаете берете заявку или нет, график себе составляете сами<br />Совмещение с основной работой<br />Сдельная оплата</p>",113,Системный администратор
127155412,"Technical Project Manager (офис, СПБ)","<p><strong>Обязанности:</strong></p> <ul> <li> <p>Первичная техоценка реализуемости задач/фич;</p> </li> <li> <p>Фасилитация обсуждений разработчиков, фиксация решений;</p> </li> <li> <p>Декомпозиция проектов на этапы/задачи;</p> </li> <li> <p>Сбор и актуализация оценок сроков, управление рисками и зависимостями;</p> </li> <li> <p>Синхронизация между сервисами/командами, прозрачность статуса;</p> </li> <li> <p>Работа с системным аналитиком над требованиями, участие в приоритизации техбэклога.</p> </li> </ul> <p>Требования:</p> <ul> <li> <p>Опыт координации технических проектов от 3-х лет;</p> </li> <li> <p>Инженерный бэкграунд обязателен;</p> </li> <li> <p>Понимание веб-разработки и API;</p> </li> <li> <p>Навык планирования, декомпозиции, работы с оценками;</p> </li> <li> <p>Сильные коммуникации, фасилитация, системность, ответственность.</p> </li> </ul> <p>Будет плюсом: интеграционные/продуктовые проекты; опыт релизного процесса.</p> <p>Если Вы кандидат из другого города, то просим указать в сопроводительном письме возможные сроки переезда в Санкт-Петербург.</p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li> <p>Конкурентная заработная плата;</p> </li> <li> <p>Продукт, который делаем уже 9 лет и остаемся лидером рынка;</p> </li> <li> <p>Удобное и современное рабочее место в комфортном офисе рядом с метро &quot;Балтийская&quot;с возможностью гибридного графика после года работы;</p> </li> <li> <p>Проактивное руководство, умеющее слушать, слышать и развивать;</p> </li> <li> <p>Возможность внешнего и внутреннего обучения, участие в отраслевых крупных мероприятиях;</p> </li> <li> <p>Дружная команда;</p> </li> <li> <p>Возможность взаимодействовать с застройщиками регионального и федерального уровня</p> </li> </ul>",107,Руководитель проектов
128632077,Разработчик 1C ERP,"<em><strong>Компания &quot;Альтернатива&quot; является одним из крупнейших производителей навесных фасадных систем из алюминия, оцинкованной и нержавеющей стали </strong></em><em><strong>в России.</strong></em><br /><br /><strong>Обязанности</strong> <ul> <li>Разработка и внедрение решений на платформе 1C ERP БУ /УУ/Производство</li> <li>Настройка и адаптация</li> <li>Консультирование сотрудников и обучение работе с системой</li> <li>Анализ бизнес-процессов</li> </ul> <strong>Требования</strong> <ul> <li>Опыт работы с 1C ERP от двух лет</li> <li>Знание платформы 1C и принципов программирования</li> <li>Ответственность и внимательность к деталям</li> </ul> <p><strong>Мы предлагаем</strong></p> <ul> <li>Высокий уровень финансового вознаграждения и понятная система мотивации (фиксированная окладная часть + ежемесячный бонус за выполнение плана)</li> <li>Полностью «белая» заработная плата и трудоустройство согласно ТК РФ</li> <li>Ежегодная индексация заработной платы с учётом рыночной ситуации и индивидуальной результативности работника</li> <li>Премии по результатам работы по итогу года.</li> </ul> <p><strong>Комфорт</strong></p> <ul> <li>Компенсация мобильной связи</li> <li>Корпоративные праздники и детские подарки на Новый Год.</li> </ul>",10,Аналитик
